J       CT       CP       eta
0.138   0.0888   0.0638   0.192
0.175   0.0872   0.0637   0.240
0.211   0.0853   0.0637   0.283
0.246   0.0819   0.0636   0.317
0.283   0.0782   0.0636   0.348
0.323   0.0733   0.0631   0.375
0.358   0.0685   0.0623   0.393
0.398   0.0624   0.0614   0.405
0.434   0.0568   0.0599   0.411
0.467   0.0512   0.0584   0.410
0.507   0.0442   0.0560   0.401
0.541   0.0381   0.0537   0.384
0.581   0.0304   0.0507   0.348
0.612   0.0240   0.0480   0.307
0.654   0.0157   0.0441   0.232
0.682   0.0101   0.0413   0.167
0.726   0.0010   0.0368   0.019
