RPM    CT       CP
2504   0.0865   0.0372
2800   0.0852   0.0348
3047   0.0886   0.0359
3332   0.0888   0.0363
3611   0.0906   0.0363
3914   0.0907   0.0358
4165   0.0946   0.0375
4480   0.0954   0.0380
4746   0.0961   0.0382
5041   0.0982   0.0390
5299   0.0991   0.0394
5597   0.1001   0.0401
5877   0.1011   0.0403
6160   0.1030   0.0413
6417   0.1031   0.0413
6713   0.1057   0.0423
