J       CT       CP       eta
0.508   0.0835   0.1046   0.406
0.540   0.0808   0.1044   0.418
0.570   0.0774   0.1043   0.423
0.600   0.0740   0.1042   0.427
0.635   0.0700   0.1039   0.427
0.665   0.0661   0.1036   0.424
0.690   0.0627   0.1032   0.419
0.720   0.0582   0.1025   0.409
0.749   0.0537   0.1018   0.395
0.782   0.0472   0.1003   0.369
0.811   0.0418   0.0988   0.343
0.841   0.0359   0.0971   0.310
0.875   0.0283   0.0943   0.262
0.901   0.0220   0.0918   0.216
0.936   0.0128   0.0879   0.136
0.962   0.0060   0.0846   0.068
0.986   -0.0009   0.0813   -0.011
1.020   -0.0112   0.0759   -0.151
1.057   -0.0224   0.0697   -0.339
1.078   -0.0285   0.0664   -0.462
1.116   -0.0398   0.0599   -0.741
1.136   -0.0452   0.0566   -0.908
1.179   -0.0573   0.0492   -1.375
1.199   -0.0626   0.0460   -1.631
