J       CT       CP       eta
0.548   0.0789   0.0714   0.606
0.589   0.0679   0.0672   0.595
0.614   0.0630   0.0654   0.592
0.652   0.0536   0.0612   0.572
0.687   0.0447   0.0568   0.541
0.721   0.0363   0.0521   0.502
0.753   0.0290   0.0478   0.457
0.785   0.0219   0.0433   0.397
0.818   0.0144   0.0385   0.305
0.853   0.0069   0.0336   0.174
0.893   -0.0022   0.0284   -0.068
0.921   -0.0086   0.0240   -0.328
0.955   -0.0165   0.0183   -0.858
0.986   -0.0237   0.0131   -1.779
1.021   -0.0318   0.0076   -4.294
