J       CT       CP       eta
0.176   0.1061   0.0728   0.257
0.216   0.1050   0.0726   0.312
0.259   0.1029   0.0727   0.366
0.309   0.1004   0.0732   0.423
0.354   0.0969   0.0732   0.469
0.398   0.0930   0.0732   0.505
0.441   0.0884   0.0726   0.536
0.479   0.0834   0.0718   0.557
0.518   0.0770   0.0703   0.567
0.576   0.0639   0.0653   0.565
0.611   0.0570   0.0625   0.557
0.654   0.0461   0.0570   0.529
0.687   0.0391   0.0534   0.503
0.743   0.0273   0.0466   0.435
0.787   0.0178   0.0406   0.345
0.831   0.0081   0.0343   0.197
0.881   -0.0034   0.0262   -0.113
