J       CT       CP       eta
0.105   0.0915   0.0407   0.236
0.134   0.0888   0.0410   0.291
0.161   0.0859   0.0412   0.336
0.183   0.0838   0.0413   0.371
0.209   0.0811   0.0415   0.409
0.236   0.0779   0.0414   0.445
0.265   0.0743   0.0412   0.478
0.291   0.0708   0.0409   0.504
0.314   0.0672   0.0404   0.523
0.341   0.0629   0.0396   0.541
0.366   0.0583   0.0387   0.552
0.393   0.0527   0.0374   0.554
0.418   0.0483   0.0364   0.555
0.445   0.0424   0.0347   0.545
0.477   0.0356   0.0325   0.522
0.498   0.0309   0.0309   0.497
0.527   0.0240   0.0284   0.446
