J       CT       CP       eta
0.106   0.0955   0.0437   0.232
0.142   0.0918   0.0441   0.296
0.164   0.0891   0.0443   0.330
0.195   0.0850   0.0444   0.373
0.223   0.0806   0.0441   0.408
0.252   0.0753   0.0434   0.438
0.283   0.0698   0.0425   0.464
0.315   0.0633   0.0411   0.485
0.341   0.0581   0.0397   0.499
0.374   0.0513   0.0378   0.508
0.400   0.0462   0.0360   0.513
0.436   0.0392   0.0337   0.507
0.458   0.0345   0.0319   0.496
0.490   0.0280   0.0292   0.470
0.518   0.0215   0.0264   0.423
0.553   0.0154   0.0240   0.356
0.577   0.0105   0.0218   0.278
