RPM    CT       CP
1484   0.0985   0.0710
1757   0.1001   0.0704
2010   0.1015   0.0687
2256   0.1038   0.0679
2466   0.1087   0.0682
2742   0.1121   0.0661
2991   0.1151   0.0643
3223   0.1178   0.0632
3474   0.1190   0.0619
3738   0.1199   0.0616
3968   0.1196   0.0608
4203   0.1195   0.0597
4455   0.1201   0.0598
4719   0.1196   0.0592
4942   0.1199   0.0593
5224   0.1194   0.0591
