J       CT       CP       eta
0.406   0.0970   0.0708   0.556
0.430   0.0951   0.0710   0.576
0.453   0.0928   0.0711   0.592
0.478   0.0902   0.0710   0.607
0.500   0.0876   0.0708   0.619
0.525   0.0847   0.0705   0.630
0.553   0.0812   0.0702   0.639
0.574   0.0783   0.0698   0.644
0.594   0.0756   0.0694   0.647
0.615   0.0721   0.0688   0.645
0.643   0.0674   0.0677   0.640
0.669   0.0622   0.0661   0.629
0.695   0.0552   0.0630   0.609
0.719   0.0483   0.0595   0.584
0.742   0.0420   0.0559   0.558
0.768   0.0350   0.0519   0.518
0.787   0.0301   0.0487   0.487
0.815   0.0231   0.0442   0.425
0.836   0.0181   0.0411   0.368
0.861   0.0124   0.0374   0.285
0.884   0.0071   0.0341   0.183
0.909   0.0019   0.0307   0.056
0.933   -0.0033   0.0275   -0.112
0.955   -0.0079   0.0244   -0.309
