J       CT       CP       eta
0.205   0.0933   0.0561   0.341
0.241   0.0927   0.0557   0.400
0.272   0.0915   0.0557   0.447
0.311   0.0890   0.0555   0.499
0.347   0.0871   0.0557   0.541
0.382   0.0842   0.0554   0.579
0.416   0.0816   0.0557   0.610
0.451   0.0780   0.0557   0.632
0.484   0.0744   0.0556   0.648
0.514   0.0706   0.0553   0.656
0.554   0.0640   0.0541   0.655
0.584   0.0569   0.0516   0.644
0.619   0.0473   0.0472   0.620
0.650   0.0398   0.0434   0.596
0.687   0.0318   0.0389   0.560
