J       CT       CP       eta
0.092   0.1134   0.0561   0.186
0.119   0.1121   0.0572   0.234
0.142   0.1106   0.0579   0.271
0.165   0.1085   0.0586   0.305
0.188   0.1052   0.0588   0.336
0.215   0.1017   0.0592   0.369
0.238   0.0974   0.0588   0.394
0.262   0.0943   0.0590   0.418
0.285   0.0905   0.0588   0.438
0.310   0.0863   0.0584   0.458
0.332   0.0825   0.0582   0.471
0.356   0.0786   0.0577   0.485
0.377   0.0753   0.0573   0.495
0.403   0.0697   0.0560   0.502
0.425   0.0652   0.0550   0.504
0.448   0.0608   0.0538   0.506
0.470   0.0550   0.0518   0.499
