J       CT       CP       eta
0.100   0.1062   0.0993   0.107
0.130   0.1051   0.0996   0.137
0.155   0.1030   0.0984   0.162
0.182   0.1016   0.0976   0.189
0.209   0.0997   0.0961   0.217
0.239   0.0978   0.0947   0.247
0.267   0.0960   0.0930   0.275
0.293   0.0938   0.0914   0.301
0.325   0.0916   0.0895   0.332
0.349   0.0904   0.0882   0.358
0.377   0.0888   0.0867   0.386
0.402   0.0875   0.0858   0.410
0.435   0.0850   0.0845   0.437
0.459   0.0852   0.0840   0.466
0.485   0.0827   0.0836   0.480
0.514   0.0800   0.0833   0.494
0.537   0.0779   0.0833   0.503
