J       CT       CP       eta
0.130   0.0943   0.0485   0.253
0.161   0.0918   0.0489   0.302
0.194   0.0883   0.0493   0.348
0.229   0.0844   0.0495   0.391
0.259   0.0809   0.0495   0.423
0.292   0.0769   0.0495   0.454
0.323   0.0724   0.0492   0.476
0.355   0.0679   0.0488   0.493
0.385   0.0628   0.0479   0.505
0.415   0.0573   0.0467   0.509
0.448   0.0502   0.0447   0.504
0.482   0.0435   0.0425   0.494
0.516   0.0362   0.0399   0.468
0.544   0.0296   0.0372   0.433
0.577   0.0216   0.0339   0.368
0.608   0.0137   0.0303   0.275
0.640   0.0053   0.0262   0.128
