J       CT       CP       eta
0.088   0.0774   0.0325   0.209
0.113   0.0741   0.0325   0.257
0.132   0.0711   0.0323   0.292
0.151   0.0683   0.0321   0.321
0.175   0.0646   0.0316   0.357
0.197   0.0610   0.0313   0.385
0.221   0.0567   0.0305   0.410
0.243   0.0528   0.0299   0.429
0.264   0.0489   0.0290   0.445
0.284   0.0457   0.0284   0.456
0.309   0.0411   0.0274   0.463
0.329   0.0376   0.0267   0.464
0.353   0.0332   0.0257   0.457
0.371   0.0300   0.0247   0.450
0.394   0.0258   0.0235   0.433
0.417   0.0215   0.0221   0.405
0.436   0.0181   0.0210   0.376
