RPM    CT       CP
2472   0.0981   0.0681
2810   0.0988   0.0675
3029   0.1002   0.0676
3326   0.1012   0.0681
3599   0.1027   0.0676
3886   0.1035   0.0672
4149   0.1049   0.0670
4417   0.1064   0.0670
4678   0.1079   0.0669
4982   0.1092   0.0668
5240   0.1108   0.0668
5506   0.1115   0.0667
5813   0.1127   0.0663
6071   0.1140   0.0662
6331   0.1176   0.0650
6627   0.1192   0.0652
