J       CT       CP       eta
0.130   0.1019   0.0519   0.255
0.160   0.0985   0.0524   0.300
0.192   0.0944   0.0529   0.342
0.227   0.0888   0.0532   0.380
0.261   0.0824   0.0528   0.407
0.293   0.0763   0.0521   0.430
0.323   0.0706   0.0511   0.446
0.354   0.0644   0.0497   0.458
0.385   0.0583   0.0483   0.464
0.414   0.0529   0.0468   0.468
0.448   0.0465   0.0447   0.465
0.477   0.0412   0.0429   0.458
0.511   0.0343   0.0401   0.436
0.545   0.0278   0.0376   0.402
0.583   0.0198   0.0343   0.337
0.602   0.0160   0.0327   0.295
0.640   0.0079   0.0291   0.174
