RPM    CT       CP
2421   0.1289   0.0658
2805   0.1277   0.0643
3097   0.1295   0.0652
3343   0.1337   0.0672
3619   0.1345   0.0670
3917   0.1321   0.0662
4258   0.1342   0.0675
4534   0.1379   0.0689
4804   0.1381   0.0682
5087   0.1394   0.0686
5372   0.1397   0.0687
5650   0.1415   0.0694
5949   0.1416   0.0693
6217   0.1424   0.0696
6511   0.1441   0.0703
6839   0.1444   0.0709
