RPM    CT       CP
2013   0.0471   0.0238
2325   0.0505   0.0239
2637   0.0535   0.0234
2943   0.0559   0.0233
3297   0.0588   0.0245
3577   0.0598   0.0235
3902   0.0615   0.0233
4197   0.0621   0.0231
4510   0.0631   0.0231
4843   0.0640   0.0230
5142   0.0644   0.0229
5462   0.0648   0.0227
5751   0.0650   0.0227
6096   0.0649   0.0225
6406   0.0653   0.0225
6705   0.0656   0.0223
