J       CT       CP       eta
0.507   0.0802   0.0884   0.460
0.538   0.0758   0.0880   0.464
0.568   0.0720   0.0877   0.466
0.597   0.0670   0.0867   0.462
0.626   0.0626   0.0860   0.456
0.655   0.0569   0.0845   0.442
0.689   0.0501   0.0821   0.420
0.723   0.0423   0.0792   0.387
0.751   0.0361   0.0766   0.354
0.783   0.0284   0.0731   0.304
0.811   0.0218   0.0701   0.252
0.845   0.0130   0.0654   0.168
0.869   0.0072   0.0625   0.101
0.906   -0.0022   0.0573   -0.035
0.929   -0.0085   0.0540   -0.146
0.967   -0.0181   0.0487   -0.360
0.991   -0.0247   0.0455   -0.539
1.028   -0.0346   0.0405   -0.879
1.049   -0.0400   0.0375   -1.118
1.089   -0.0510   0.0314   -1.767
1.107   -0.0552   0.0288   -2.122
1.146   -0.0666   0.0226   -3.377
1.177   -0.0754   0.0176   -5.044
