J       CT       CP       eta
0.400   0.0646   0.0479   0.539
0.426   0.0613   0.0478   0.547
0.448   0.0575   0.0468   0.550
0.472   0.0533   0.0459   0.548
0.492   0.0494   0.0448   0.543
0.516   0.0451   0.0435   0.535
0.542   0.0388   0.0414   0.509
0.565   0.0335   0.0394   0.481
0.586   0.0280   0.0371   0.442
0.608   0.0228   0.0346   0.401
0.635   0.0149   0.0308   0.307
0.657   0.0097   0.0286   0.223
0.682   0.0030   0.0254   0.080
0.707   -0.0038   0.0220   -0.123
0.733   -0.0110   0.0180   -0.445
0.753   -0.0161   0.0152   -0.800
0.781   -0.0241   0.0105   -1.803
