J       CT       CP       eta
0.444   0.0693   0.0524   0.588
0.472   0.0642   0.0512   0.591
0.495   0.0593   0.0498   0.590
0.519   0.0540   0.0481   0.583
0.550   0.0471   0.0454   0.571
0.574   0.0420   0.0433   0.557
0.607   0.0340   0.0396   0.520
0.624   0.0303   0.0380   0.498
0.660   0.0209   0.0332   0.416
0.686   0.0150   0.0302   0.340
0.712   0.0088   0.0268   0.234
0.738   0.0027   0.0234   0.086
0.766   -0.0036   0.0196   -0.142
0.792   -0.0094   0.0162   -0.462
0.819   -0.0158   0.0122   -1.055
0.845   -0.0216   0.0085   -2.161
