J       CT       CP       eta
0.098   0.0891   0.0507   0.172
0.121   0.0910   0.0498   0.222
0.149   0.0894   0.0504   0.265
0.174   0.0866   0.0505   0.299
0.199   0.0824   0.0506   0.325
0.230   0.0777   0.0508   0.351
0.255   0.0748   0.0505   0.377
0.281   0.0712   0.0501   0.399
0.307   0.0674   0.0496   0.417
0.333   0.0630   0.0489   0.429
0.359   0.0586   0.0480   0.439
0.381   0.0548   0.0471   0.443
0.414   0.0491   0.0457   0.446
0.439   0.0445   0.0444   0.440
0.462   0.0398   0.0426   0.432
0.488   0.0352   0.0411   0.419
0.513   0.0300   0.0390   0.395
