J       CT       CP       eta
0.201   0.1011   0.1305   0.156
0.254   0.0981   0.1276   0.196
0.303   0.0962   0.1259   0.232
0.354   0.0919   0.1233   0.264
0.404   0.0868   0.1210   0.290
0.469   0.0803   0.1192   0.316
0.518   0.0744   0.1159   0.333
0.567   0.0699   0.1115   0.356
0.627   0.0648   0.1099   0.370
0.670   0.0602   0.1087   0.371
0.726   0.0522   0.1079   0.351
0.776   0.0436   0.1059   0.319
0.833   0.0319   0.1026   0.259
0.870   0.0206   0.0986   0.182
0.918   0.0096   0.0944   0.094
0.979   -0.0083   0.0864   -0.094
1.021   -0.0195   0.0815   -0.244
