J       CT       CP       eta
0.138   0.1161   0.1466   0.109
0.177   0.1151   0.1468   0.138
0.214   0.1134   0.1457   0.167
0.248   0.1111   0.1445   0.190
0.286   0.1082   0.1425   0.217
0.322   0.1051   0.1402   0.241
0.358   0.1019   0.1379   0.264
0.396   0.0982   0.1352   0.288
0.433   0.0946   0.1329   0.308
0.467   0.0910   0.1305   0.326
0.507   0.0867   0.1277   0.344
0.542   0.0830   0.1253   0.359
0.575   0.0791   0.1225   0.371
0.609   0.0750   0.1201   0.380
0.644   0.0704   0.1176   0.385
0.677   0.0663   0.1155   0.389
0.719   0.0605   0.1126   0.387
