J       CT       CP       eta
0.089   0.1072   0.0482   0.198
0.111   0.1053   0.0486   0.241
0.134   0.1029   0.0488   0.283
0.155   0.1008   0.0490   0.318
0.177   0.0981   0.0491   0.353
0.201   0.0948   0.0490   0.390
0.223   0.0919   0.0489   0.419
0.246   0.0882   0.0485   0.447
0.268   0.0848   0.0483   0.471
0.290   0.0810   0.0478   0.491
0.309   0.0771   0.0468   0.508
0.330   0.0729   0.0459   0.524
0.354   0.0677   0.0445   0.538
0.376   0.0635   0.0435   0.549
0.396   0.0587   0.0421   0.553
0.422   0.0519   0.0397   0.551
0.443   0.0465   0.0377   0.546
