J       CT       CP       eta
0.146   0.0917   0.0516   0.260
0.180   0.0892   0.0515   0.312
0.213   0.0862   0.0512   0.359
0.253   0.0824   0.0509   0.411
0.290   0.0790   0.0501   0.457
0.326   0.0746   0.0491   0.495
0.364   0.0689   0.0480   0.522
0.400   0.0633   0.0468   0.541
0.439   0.0560   0.0447   0.551
0.470   0.0495   0.0425   0.547
0.504   0.0421   0.0397   0.534
0.548   0.0325   0.0357   0.499
0.582   0.0248   0.0324   0.447
0.614   0.0176   0.0292   0.370
0.650   0.0086   0.0249   0.224
0.685   -0.0004   0.0205   -0.013
0.721   -0.0098   0.0156   -0.452
