J       CT       CP       eta
0.408   0.0646   0.0462   0.570
0.433   0.0605   0.0453   0.579
0.459   0.0557   0.0439   0.582
0.478   0.0520   0.0428   0.580
0.501   0.0474   0.0412   0.576
0.529   0.0414   0.0391   0.560
0.551   0.0368   0.0374   0.542
0.573   0.0319   0.0354   0.516
0.596   0.0268   0.0332   0.480
0.626   0.0198   0.0303   0.410
0.647   0.0148   0.0279   0.343
0.676   0.0077   0.0246   0.213
0.695   0.0030   0.0222   0.093
0.726   -0.0056   0.0178   -0.228
0.748   -0.0117   0.0146   -0.600
0.771   -0.0181   0.0110   -1.269
0.797   -0.0251   0.0073   -2.734
