RPM    CT       CP
2184   0.1234   0.0777
2490   0.1254   0.0771
2776   0.1249   0.0760
3052   0.1263   0.0763
3360   0.1264   0.0762
3640   0.1271   0.0759
3952   0.1269   0.0755
4232   0.1272   0.0755
4510   0.1273   0.0754
4802   0.1279   0.0757
5081   0.1282   0.0757
5380   0.1285   0.0756
5642   0.1289   0.0757
5923   0.1296   0.0760
6220   0.1299   0.0760
6528   0.1300   0.0760
