J       CT       CP       eta
0.116   0.0853   0.0411   0.240
0.146   0.0821   0.0413   0.291
0.176   0.0782   0.0413   0.334
0.205   0.0729   0.0407   0.367
0.234   0.0666   0.0395   0.394
0.271   0.0580   0.0374   0.420
0.299   0.0523   0.0359   0.436
0.329   0.0470   0.0344   0.449
0.362   0.0415   0.0329   0.456
0.393   0.0361   0.0314   0.452
0.418   0.0320   0.0302   0.441
0.454   0.0255   0.0282   0.409
0.481   0.0205   0.0267   0.370
0.515   0.0137   0.0242   0.291
0.540   0.0084   0.0222   0.204
0.576   0.0010   0.0195   0.028
0.605   -0.0052   0.0171   -0.185
