RPM    CT       CP
2356   0.0918   0.0539
2695   0.0964   0.0524
2979   0.1006   0.0509
3244   0.1020   0.0503
3590   0.1054   0.0498
3886   0.1066   0.0496
4163   0.1070   0.0490
4467   0.1080   0.0487
4758   0.1084   0.0483
5046   0.1093   0.0483
5352   0.1093   0.0480
5639   0.1091   0.0478
5975   0.1090   0.0475
6245   0.1094   0.0475
6509   0.1096   0.0474
6767   0.1101   0.0475
