J       CT       CP       eta
0.376   0.0816   0.0536   0.572
0.398   0.0788   0.0535   0.585
0.419   0.0756   0.0532   0.596
0.439   0.0722   0.0527   0.602
0.466   0.0665   0.0513   0.603
0.487   0.0622   0.0502   0.603
0.508   0.0579   0.0490   0.600
0.531   0.0512   0.0464   0.587
0.549   0.0468   0.0446   0.576
0.575   0.0397   0.0414   0.552
0.596   0.0346   0.0392   0.527
0.626   0.0268   0.0353   0.475
0.645   0.0228   0.0334   0.440
0.670   0.0169   0.0305   0.372
0.688   0.0129   0.0286   0.312
0.705   0.0092   0.0267   0.244
0.735   0.0027   0.0234   0.084
0.753   -0.0015   0.0212   -0.055
0.779   -0.0075   0.0179   -0.327
0.798   -0.0116   0.0156   -0.593
0.822   -0.0172   0.0125   -1.125
0.845   -0.0225   0.0095   -2.008
0.870   -0.0285   0.0063   -3.957
