J       CT       CP       eta
0.137   0.1360   0.0835   0.223
0.173   0.1327   0.0834   0.275
0.207   0.1287   0.0831   0.320
0.245   0.1239   0.0828   0.367
0.280   0.1190   0.0823   0.404
0.319   0.1124   0.0811   0.442
0.356   0.1054   0.0797   0.472
0.396   0.0975   0.0776   0.498
0.432   0.0903   0.0758   0.515
0.465   0.0832   0.0737   0.525
0.507   0.0738   0.0706   0.530
0.539   0.0665   0.0680   0.527
0.578   0.0577   0.0649   0.514
0.610   0.0510   0.0627   0.497
0.653   0.0415   0.0590   0.459
0.685   0.0339   0.0557   0.416
0.726   0.0244   0.0519   0.341
