J       CT       CP       eta
0.078   0.1003   0.0429   0.183
0.105   0.0980   0.0432   0.237
0.129   0.0957   0.0435   0.283
0.152   0.0934   0.0438   0.323
0.176   0.0906   0.0440   0.362
0.197   0.0882   0.0442   0.393
0.223   0.0846   0.0443   0.427
0.246   0.0813   0.0441   0.454
0.271   0.0772   0.0437   0.479
0.292   0.0733   0.0432   0.496
0.315   0.0688   0.0424   0.512
0.339   0.0637   0.0412   0.525
0.363   0.0590   0.0401   0.534
0.388   0.0534   0.0385   0.538
0.406   0.0498   0.0374   0.540
0.430   0.0442   0.0354   0.537
0.451   0.0398   0.0339   0.529
