RPM    CT       CP
2529   0.0534   0.0263
2740   0.0551   0.0260
3049   0.0565   0.0258
3295   0.0574   0.0256
3515   0.0588   0.0254
3807   0.0606   0.0253
4065   0.0615   0.0250
4312   0.0624   0.0247
4588   0.0634   0.0247
4859   0.0646   0.0247
5110   0.0658   0.0247
5371   0.0667   0.0247
5639   0.0673   0.0247
5868   0.0680   0.0247
6144   0.0685   0.0245
6400   0.0691   0.0246
