RPM    CT       CP
2333   0.1070   0.0541
2620   0.1070   0.0528
2901   0.1091   0.0526
3145   0.1095   0.0526
3476   0.1106   0.0525
3779   0.1110   0.0522
4079   0.1113   0.0521
4353   0.1115   0.0518
4667   0.1115   0.0515
4963   0.1118   0.0514
5251   0.1124   0.0514
5537   0.1131   0.0515
5841   0.1132   0.0515
6108   0.1133   0.0513
6415   0.1138   0.0515
6717   0.1141   0.0516
