J       CT       CP       eta
0.697   0.0586   0.1084   0.377
0.745   0.0519   0.1075   0.360
0.780   0.0457   0.1075   0.332
0.820   0.0391   0.1067   0.300
0.863   0.0285   0.1036   0.238
0.908   0.0179   0.1003   0.162
0.949   0.0074   0.0963   0.073
0.987   -0.0038   0.0908   -0.041
1.037   -0.0184   0.0832   -0.229
1.067   -0.0284   0.0786   -0.385
1.121   -0.0450   0.0694   -0.727
1.144   -0.0518   0.0656   -0.902
1.206   -0.0716   0.0534   -1.619
1.232   -0.0784   0.0494   -1.953
1.287   -0.0961   0.0397   -3.116
1.312   -0.1046   0.0364   -3.771
1.369   -0.1217   0.0259   -6.443
1.413   -0.1353   0.0187   -10.212
