J       CT       CP       eta
0.446   0.0782   0.0682   0.511
0.479   0.0739   0.0683   0.518
0.504   0.0701   0.0680   0.520
0.531   0.0660   0.0676   0.518
0.557   0.0610   0.0667   0.510
0.581   0.0560   0.0654   0.497
0.611   0.0488   0.0633   0.471
0.637   0.0424   0.0610   0.443
0.661   0.0362   0.0587   0.408
0.692   0.0272   0.0550   0.342
0.715   0.0206   0.0521   0.283
0.746   0.0116   0.0476   0.182
0.768   0.0056   0.0446   0.096
0.800   -0.0033   0.0404   -0.065
0.824   -0.0092   0.0372   -0.203
0.852   -0.0175   0.0329   -0.454
0.875   -0.0235   0.0298   -0.691
0.906   -0.0316   0.0256   -1.119
0.929   -0.0373   0.0224   -1.546
0.959   -0.0450   0.0183   -2.360
0.981   -0.0507   0.0154   -3.227
1.013   -0.0590   0.0108   -5.535
