RPM    CT       CP
2182   0.1055   0.0649
2484   0.1107   0.0661
2780   0.1122   0.0652
3048   0.1146   0.0645
3295   0.1188   0.0641
3584   0.1197   0.0635
3851   0.1216   0.0638
4113   0.1233   0.0634
4387   0.1241   0.0630
4654   0.1317   0.0628
4953   0.1317   0.0625
5217   0.1319   0.0625
5503   0.1317   0.0623
5749   0.1310   0.0619
6015   0.1314   0.0620
6305   0.1312   0.0618
