J       CT       CP       eta
0.087   0.0955   0.0418   0.198
0.106   0.0944   0.0423   0.238
0.130   0.0923   0.0428   0.281
0.153   0.0899   0.0430   0.320
0.175   0.0871   0.0431   0.354
0.198   0.0844   0.0433   0.386
0.220   0.0810   0.0436   0.409
0.243   0.0777   0.0433   0.435
0.264   0.0748   0.0431   0.457
0.285   0.0713   0.0426   0.477
0.303   0.0691   0.0424   0.494
0.325   0.0659   0.0421   0.509
0.347   0.0625   0.0415   0.523
0.376   0.0580   0.0407   0.536
0.392   0.0550   0.0399   0.540
0.414   0.0516   0.0393   0.544
0.433   0.0482   0.0382   0.546
