J       CT       CP       eta
0.423   0.0648   0.0507   0.541
0.453   0.0594   0.0494   0.545
0.480   0.0544   0.0481   0.542
0.501   0.0502   0.0470   0.535
0.535   0.0423   0.0443   0.511
0.556   0.0378   0.0427   0.493
0.578   0.0329   0.0408   0.465
0.611   0.0246   0.0373   0.401
0.634   0.0191   0.0349   0.346
0.663   0.0112   0.0316   0.235
0.684   0.0055   0.0284   0.132
0.707   -0.0003   0.0257   -0.008
0.735   -0.0086   0.0213   -0.296
0.759   -0.0151   0.0180   -0.639
0.785   -0.0224   0.0144   -1.221
0.817   -0.0309   0.0099   -2.564
