J       CT       CP       eta
0.173   0.1214   0.0687   0.305
0.218   0.1145   0.0682   0.365
0.263   0.1067   0.0672   0.418
0.314   0.0955   0.0643   0.466
0.363   0.0834   0.0603   0.502
0.404   0.0754   0.0585   0.521
0.454   0.0635   0.0548   0.526
0.498   0.0549   0.0523   0.523
0.549   0.0432   0.0485   0.489
0.586   0.0344   0.0452   0.446
0.642   0.0200   0.0407   0.316
0.690   0.0064   0.0352   0.126
0.734   -0.0067   0.0314   -0.157
0.779   -0.0215   0.0252   -0.664
0.815   -0.0332   0.0204   -1.327
0.866   -0.0505   0.0132   -3.322
0.920   -0.0714   0.0053   -12.487
