RPM    CT       CP
1438   0.1083   0.0615
1728   0.1156   0.0602
2029   0.1192   0.0584
2270   0.1195   0.0568
2487   0.1205   0.0565
2775   0.1221   0.0566
3031   0.1206   0.0557
3276   0.1220   0.0558
3536   0.1212   0.0553
3814   0.1191   0.0549
4030   0.1206   0.0548
4287   0.1200   0.0546
4515   0.1203   0.0546
4811   0.1191   0.0540
5063   0.1178   0.0535
5310   0.1182   0.0537
