J       CT       CP       eta
0.483   0.0926   0.0879   0.509
0.512   0.0891   0.0873   0.523
0.542   0.0865   0.0876   0.535
0.573   0.0823   0.0868   0.543
0.605   0.0774   0.0857   0.546
0.633   0.0737   0.0854   0.546
0.658   0.0687   0.0838   0.540
0.686   0.0630   0.0818   0.529
0.724   0.0548   0.0787   0.504
0.748   0.0498   0.0766   0.487
0.780   0.0421   0.0729   0.451
0.805   0.0367   0.0703   0.420
0.836   0.0295   0.0665   0.371
0.867   0.0221   0.0623   0.307
0.883   0.0186   0.0602   0.273
0.929   0.0075   0.0533   0.130
0.956   0.0014   0.0497   0.027
0.982   -0.0049   0.0456   -0.105
1.016   -0.0122   0.0409   -0.304
1.043   -0.0184   0.0368   -0.522
1.070   -0.0253   0.0326   -0.832
1.103   -0.0339   0.0278   -1.343
1.127   -0.0399   0.0235   -1.912
1.164   -0.0489   0.0170   -3.361
