RPM    CT       CP
1873   0.1371   0.0684
2159   0.1390   0.0687
2409   0.1407   0.0697
2672   0.1428   0.0709
2920   0.1432   0.0713
3172   0.1451   0.0725
3423   0.1457   0.0733
3693   0.1468   0.0740
3929   0.1476   0.0748
4202   0.1482   0.0757
4434   0.1492   0.0768
4693   0.1474   0.0814
4944   0.1461   0.0846
5231   0.1439   0.0860
5487   0.1452   0.0832
5719   0.1522   0.0831
