J       CT       CP       eta
0.087   0.1093   0.0504   0.189
0.110   0.1077   0.0507   0.233
0.134   0.1061   0.0510   0.278
0.157   0.1037   0.0510   0.320
0.177   0.1021   0.0514   0.352
0.199   0.0999   0.0515   0.386
0.223   0.0972   0.0517   0.420
0.247   0.0949   0.0521   0.449
0.269   0.0921   0.0521   0.476
0.291   0.0896   0.0523   0.500
0.314   0.0871   0.0523   0.522
0.336   0.0839   0.0521   0.541
0.358   0.0811   0.0522   0.557
0.378   0.0781   0.0519   0.568
0.399   0.0747   0.0515   0.578
0.421   0.0710   0.0510   0.586
0.442   0.0678   0.0504   0.594
