J       CT       CP       eta
0.504   0.0987   0.0992   0.502
0.538   0.0945   0.0989   0.514
0.568   0.0904   0.0986   0.521
0.596   0.0862   0.0981   0.524
0.626   0.0815   0.0975   0.523
0.656   0.0766   0.0967   0.520
0.685   0.0713   0.0956   0.511
0.714   0.0663   0.0948   0.500
0.749   0.0593   0.0932   0.477
0.783   0.0506   0.0902   0.440
0.806   0.0441   0.0875   0.406
0.844   0.0317   0.0808   0.331
0.870   0.0233   0.0762   0.266
0.904   0.0117   0.0696   0.153
0.929   0.0044   0.0655   0.062
0.965   -0.0057   0.0597   -0.092
0.989   -0.0130   0.0562   -0.229
1.025   -0.0232   0.0505   -0.470
1.049   -0.0292   0.0472   -0.649
1.088   -0.0410   0.0408   -1.092
1.108   -0.0461   0.0378   -1.351
1.148   -0.0571   0.0315   -2.081
1.177   -0.0651   0.0269   -2.847
1.209   -0.0744   0.0217   -4.146
