J       CT       CP       eta
0.415   0.0959   0.0745   0.534
0.438   0.0926   0.0743   0.546
0.461   0.0882   0.0733   0.555
0.484   0.0841   0.0724   0.562
0.511   0.0775   0.0702   0.564
0.533   0.0736   0.0690   0.568
0.556   0.0684   0.0674   0.564
0.579   0.0631   0.0653   0.560
0.605   0.0562   0.0623   0.546
0.632   0.0494   0.0593   0.526
0.654   0.0439   0.0568   0.506
0.681   0.0371   0.0536   0.472
0.704   0.0312   0.0507   0.434
0.731   0.0246   0.0474   0.380
0.753   0.0191   0.0444   0.324
0.773   0.0140   0.0417   0.259
0.805   0.0059   0.0375   0.126
0.823   0.0008   0.0346   0.020
0.845   -0.0047   0.0316   -0.125
0.877   -0.0131   0.0270   -0.423
0.896   -0.0183   0.0240   -0.681
0.924   -0.0261   0.0198   -1.218
0.950   -0.0333   0.0158   -2.001
0.968   -0.0386   0.0130   -2.874
