J       CT       CP       eta
0.201   0.0880   0.0780   0.227
0.260   0.0838   0.0761   0.286
0.314   0.0785   0.0742   0.332
0.362   0.0745   0.0730   0.369
0.426   0.0675   0.0702   0.409
0.473   0.0618   0.0690   0.423
0.535   0.0526   0.0659   0.427
0.589   0.0435   0.0628   0.408
0.647   0.0326   0.0578   0.365
0.688   0.0246   0.0539   0.313
0.759   0.0101   0.0466   0.165
0.810   -0.0014   0.0400   -0.027
0.864   -0.0137   0.0329   -0.360
0.915   -0.0248   0.0264   -0.861
0.963   -0.0371   0.0192   -1.859
1.021   -0.0514   0.0107   -4.918
