J       CT       CP       eta
0.101   0.1475   0.0905   0.165
0.134   0.1445   0.0899   0.215
0.156   0.1424   0.0897   0.248
0.182   0.1396   0.0894   0.285
0.213   0.1365   0.0891   0.326
0.243   0.1329   0.0888   0.363
0.270   0.1296   0.0886   0.394
0.297   0.1260   0.0883   0.423
0.325   0.1219   0.0879   0.451
0.353   0.1174   0.0871   0.475
0.379   0.1125   0.0862   0.494
0.406   0.1069   0.0848   0.511
0.433   0.1015   0.0835   0.527
0.463   0.0939   0.0808   0.538
0.491   0.0878   0.0788   0.547
0.517   0.0815   0.0766   0.550
0.546   0.0746   0.0741   0.550
