J       CT       CP       eta
0.131   0.1018   0.0507   0.263
0.162   0.0995   0.0506   0.319
0.196   0.0974   0.0507   0.377
0.228   0.0946   0.0508   0.424
0.265   0.0912   0.0509   0.476
0.299   0.0878   0.0509   0.515
0.331   0.0839   0.0508   0.547
0.361   0.0809   0.0509   0.573
0.393   0.0764   0.0505   0.594
0.427   0.0706   0.0497   0.606
0.457   0.0644   0.0482   0.610
0.492   0.0560   0.0455   0.606
0.531   0.0455   0.0411   0.589
0.562   0.0386   0.0379   0.571
0.590   0.0321   0.0349   0.544
0.622   0.0256   0.0317   0.503
0.655   0.0191   0.0285   0.437
