J       CT       CP       eta
0.148   0.1557   0.1013   0.228
0.190   0.1510   0.0999   0.287
0.228   0.1469   0.0991   0.339
0.270   0.1418   0.0983   0.390
0.310   0.1371   0.0979   0.434
0.353   0.1304   0.0970   0.474
0.395   0.1230   0.0955   0.509
0.437   0.1131   0.0925   0.535
0.473   0.1066   0.0911   0.553
0.521   0.0949   0.0870   0.568
0.556   0.0868   0.0841   0.574
0.604   0.0760   0.0802   0.572
0.638   0.0676   0.0766   0.563
0.684   0.0572   0.0725   0.540
0.717   0.0492   0.0690   0.511
0.766   0.0379   0.0643   0.451
0.793   0.0311   0.0613   0.402
