J       CT       CP       eta
0.096   0.1121   0.0608   0.177
0.126   0.1111   0.0616   0.227
0.153   0.1099   0.0624   0.270
0.178   0.1088   0.0631   0.306
0.207   0.1073   0.0641   0.346
0.236   0.1055   0.0650   0.382
0.263   0.1032   0.0655   0.414
0.291   0.1011   0.0664   0.442
0.318   0.0988   0.0671   0.468
0.343   0.0962   0.0675   0.488
0.374   0.0930   0.0680   0.511
0.401   0.0899   0.0683   0.528
0.428   0.0865   0.0684   0.540
0.455   0.0827   0.0684   0.551
0.482   0.0789   0.0682   0.558
0.504   0.0755   0.0678   0.561
0.533   0.0710   0.0672   0.562
