RPM    CT       CP
2322   0.1073   0.0493
2561   0.1084   0.0488
2888   0.1092   0.0494
3197   0.1102   0.0503
3444   0.1101   0.0487
3752   0.1096   0.0475
4024   0.1112   0.0478
4326   0.1111   0.0474
4598   0.1118   0.0475
4894   0.1120   0.0475
5187   0.1122   0.0474
5477   0.1125   0.0474
5751   0.1129   0.0475
6033   0.1129   0.0474
6325   0.1128   0.0472
6648   0.1132   0.0472
