J       CT       CP       eta
0.085   0.0851   0.0361   0.201
0.112   0.0817   0.0361   0.252
0.136   0.0785   0.0361   0.296
0.160   0.0749   0.0360   0.333
0.185   0.0707   0.0356   0.368
0.210   0.0665   0.0351   0.399
0.234   0.0622   0.0343   0.423
0.261   0.0564   0.0332   0.445
0.284   0.0521   0.0322   0.460
0.308   0.0476   0.0311   0.471
0.336   0.0416   0.0296   0.474
0.358   0.0373   0.0283   0.471
0.383   0.0323   0.0267   0.463
0.403   0.0287   0.0256   0.451
0.435   0.0221   0.0234   0.411
0.455   0.0183   0.0223   0.374
0.483   0.0127   0.0203   0.303
