J       CT       CP       eta
0.370   0.0462   0.0349   0.489
0.392   0.0396   0.0332   0.468
0.414   0.0333   0.0317   0.436
0.437   0.0265   0.0299   0.388
0.462   0.0192   0.0281   0.316
0.482   0.0129   0.0265   0.236
0.502   0.0067   0.0249   0.136
0.526   -0.0007   0.0231   -0.017
0.550   -0.0082   0.0212   -0.213
0.572   -0.0152   0.0198   -0.439
0.592   -0.0213   0.0188   -0.670
0.616   -0.0286   0.0190   -0.927
0.635   -0.0350   0.0185   -1.201
0.658   -0.0421   0.0177   -1.563
0.676   -0.0484   0.0169   -1.934
0.702   -0.0564   0.0174   -2.277
