J       CT       CP       eta
0.190   0.1116   0.0636   0.333
0.240   0.1055   0.0641   0.395
0.285   0.0997   0.0645   0.440
0.340   0.0910   0.0641   0.483
0.386   0.0831   0.0630   0.509
0.430   0.0742   0.0609   0.525
0.470   0.0666   0.0588   0.532
0.525   0.0545   0.0544   0.526
0.568   0.0455   0.0506   0.511
0.626   0.0320   0.0442   0.453
0.657   0.0254   0.0408   0.408
0.712   0.0115   0.0327   0.250
0.764   -0.0012   0.0252   -0.036
0.811   -0.0128   0.0182   -0.572
0.860   -0.0245   0.0114   -1.844
