J       CT       CP       eta
0.443   0.0716   0.0508   0.625
0.470   0.0664   0.0494   0.631
0.500   0.0605   0.0481   0.628
0.525   0.0544   0.0460   0.622
0.551   0.0474   0.0430   0.608
0.576   0.0405   0.0399   0.586
0.601   0.0343   0.0369   0.559
0.627   0.0281   0.0338   0.522
0.655   0.0220   0.0307   0.469
0.682   0.0162   0.0278   0.397
0.713   0.0095   0.0245   0.276
0.739   0.0042   0.0218   0.141
0.765   -0.0014   0.0188   -0.059
0.789   -0.0067   0.0158   -0.335
0.817   -0.0125   0.0127   -0.803
0.844   -0.0181   0.0096   -1.594
