J       CT       CP       eta
0.608   0.0741   0.1202   0.375
0.644   0.0697   0.1178   0.381
0.678   0.0654   0.1156   0.384
0.719   0.0597   0.1128   0.381
0.751   0.0553   0.1107   0.375
0.786   0.0510   0.1094   0.366
0.829   0.0449   0.1076   0.346
0.864   0.0398   0.1062   0.324
0.903   0.0337   0.1044   0.291
0.935   0.0277   0.1026   0.252
0.977   0.0187   0.0998   0.183
1.011   0.0111   0.0971   0.115
1.041   0.0039   0.0945   0.043
1.081   -0.0065   0.0897   -0.078
1.115   -0.0160   0.0854   -0.209
1.159   -0.0298   0.0785   -0.439
1.185   -0.0369   0.0750   -0.583
1.231   -0.0507   0.0671   -0.930
1.254   -0.0579   0.0630   -1.153
1.303   -0.0728   0.0542   -1.751
1.341   -0.0852   0.0472   -2.423
1.378   -0.0972   0.0406   -3.299
1.417   -0.1090   0.0336   -4.596
1.449   -0.1196   0.0277   -6.247
