J       CT       CP       eta
0.407   0.0985   0.0695   0.577
0.431   0.0939   0.0682   0.593
0.450   0.0898   0.0669   0.604
0.476   0.0842   0.0650   0.617
0.498   0.0797   0.0635   0.626
0.520   0.0751   0.0620   0.630
0.549   0.0686   0.0595   0.632
0.571   0.0638   0.0580   0.628
0.592   0.0591   0.0561   0.623
0.624   0.0510   0.0526   0.605
0.642   0.0462   0.0505   0.588
0.669   0.0395   0.0476   0.556
0.691   0.0337   0.0450   0.516
0.719   0.0251   0.0413   0.437
0.739   0.0191   0.0388   0.363
0.765   0.0106   0.0349   0.233
0.784   0.0044   0.0320   0.107
0.813   -0.0054   0.0276   -0.158
0.838   -0.0136   0.0238   -0.480
0.858   -0.0202   0.0207   -0.835
0.886   -0.0301   0.0162   -1.644
0.908   -0.0380   0.0127   -2.726
0.934   -0.0471   0.0087   -5.069
