J       CT       CP       eta
0.446   0.0925   0.0703   0.587
0.473   0.0896   0.0702   0.604
0.498   0.0868   0.0701   0.617
0.525   0.0839   0.0699   0.630
0.551   0.0802   0.0694   0.637
0.577   0.0768   0.0690   0.641
0.601   0.0729   0.0684   0.641
0.626   0.0690   0.0677   0.638
0.656   0.0622   0.0653   0.624
0.683   0.0556   0.0625   0.607
0.707   0.0486   0.0589   0.583
0.734   0.0408   0.0545   0.549
0.754   0.0354   0.0513   0.521
0.792   0.0262   0.0456   0.455
0.817   0.0206   0.0422   0.399
0.844   0.0144   0.0383   0.317
0.869   0.0089   0.0348   0.222
0.895   0.0035   0.0315   0.101
0.922   -0.0022   0.0279   -0.073
0.949   -0.0077   0.0243   -0.301
0.975   -0.0133   0.0206   -0.626
0.999   -0.0184   0.0172   -1.073
1.026   -0.0244   0.0131   -1.911
1.053   -0.0302   0.0089   -3.588
