J       CT       CP       eta
0.088   0.0865   0.0400   0.190
0.108   0.0852   0.0403   0.228
0.133   0.0834   0.0407   0.272
0.153   0.0811   0.0409   0.304
0.174   0.0789   0.0413   0.333
0.199   0.0761   0.0414   0.366
0.219   0.0740   0.0415   0.391
0.242   0.0707   0.0414   0.413
0.262   0.0663   0.0409   0.426
0.285   0.0621   0.0403   0.439
0.306   0.0584   0.0397   0.450
0.324   0.0549   0.0390   0.455
0.348   0.0510   0.0383   0.463
0.369   0.0474   0.0375   0.466
0.390   0.0446   0.0368   0.472
0.410   0.0417   0.0360   0.475
0.434   0.0379   0.0348   0.473
