J       CT       CP       eta
0.541   0.0695   0.0816   0.461
0.572   0.0658   0.0806   0.467
0.606   0.0610   0.0793   0.466
0.641   0.0561   0.0777   0.463
0.669   0.0523   0.0768   0.455
0.702   0.0456   0.0743   0.431
0.730   0.0406   0.0723   0.410
0.773   0.0317   0.0685   0.357
0.794   0.0273   0.0664   0.326
0.838   0.0172   0.0615   0.235
0.863   0.0119   0.0586   0.175
0.903   0.0028   0.0538   0.047
0.921   -0.0020   0.0508   -0.037
0.967   -0.0114   0.0461   -0.239
0.999   -0.0187   0.0419   -0.446
1.031   -0.0263   0.0375   -0.725
1.060   -0.0331   0.0333   -1.053
1.093   -0.0415   0.0281   -1.613
1.125   -0.0501   0.0226   -2.501
1.161   -0.0594   0.0167   -4.131
