J       CT       CP       eta
0.155   0.1201   0.0754   0.248
0.195   0.1168   0.0754   0.302
0.234   0.1147   0.0760   0.353
0.280   0.1099   0.0755   0.407
0.313   0.1054   0.0750   0.439
0.358   0.0983   0.0741   0.475
0.396   0.0926   0.0730   0.503
0.434   0.0847   0.0708   0.519
0.476   0.0764   0.0681   0.534
0.518   0.0672   0.0646   0.539
0.552   0.0594   0.0612   0.536
0.591   0.0511   0.0578   0.522
0.639   0.0403   0.0531   0.485
0.667   0.0341   0.0502   0.453
0.716   0.0235   0.0454   0.371
0.740   0.0182   0.0430   0.313
0.790   0.0062   0.0373   0.132
