J       CT       CP       eta
0.172   0.0857   0.0700   0.211
0.218   0.0842   0.0694   0.264
0.265   0.0828   0.0693   0.317
0.316   0.0800   0.0691   0.365
0.361   0.0773   0.0692   0.403
0.404   0.0719   0.0685   0.424
0.450   0.0663   0.0681   0.437
0.498   0.0573   0.0659   0.433
0.538   0.0496   0.0638   0.418
0.593   0.0373   0.0588   0.376
0.623   0.0303   0.0559   0.337
0.685   0.0156   0.0487   0.219
0.721   0.0079   0.0447   0.128
0.778   -0.0047   0.0380   -0.097
0.824   -0.0143   0.0333   -0.355
0.847   -0.0202   0.0296   -0.579
0.906   -0.0335   0.0224   -1.358
